"행정구역","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~9세","2021년_남_10~19세","2021년_남_20~29세","2021년_남_30~39세","2021년_남_40~49세","2021년_남_50~59세","2021년_남_60~69세","2021년_남_70~79세","2021년_남_80~89세","2021년_남_90~99세","2021년_남_100세 이상","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~9세","2021년_여_10~19세","2021년_여_20~29세","2021년_여_30~39세","2021년_여_40~49세","2021년_여_50~59세","2021년_여_60~69세","2021년_여_70~79세","2021년_여_80~89세","2021년_여_90~99세","2021년_여_100세 이상","2022년_계_총인구수","2022년_계_연령구간인구수","2022년_계_0~9세","2022년_계_10~19세","2022년_계_20~29세","2022년_계_30~39세","2022년_계_40~49세","2022년_계_50~59세","2022년_계_60~69세","2022년_계_70~79세","2022년_계_80~89세","2022년_계_90~99세","2022년_계_100세 이상","2022년_남_총인구수","2022년_남_연령구간인구수","2022년_남_0~9세","2022년_남_10~19세","2022년_남_20~29세","2022년_남_30~39세","2022년_남_40~49세","2022년_남_50~59세","2022년_남_60~69세","2022년_남_70~79세","2022년_남_80~89세","2022년_남_90~99세","2022년_남_100세 이상","2022년_여_총인구수","2022년_여_연령구간인구수","2022년_여_0~9세","2022년_여_10~19세","2022년_여_20~29세","2022년_여_30~39세","2022년_여_40~49세","2022년_여_50~59세","2022년_여_60~69세","2022년_여_70~79세","2022년_여_80~89세","2022년_여_90~99세","2022년_여_100세 이상","2023년_계_총인구수","2023년_계_연령구간인구수","2023년_계_0~9세","2023년_계_10~19세","2023년_계_20~29세","2023년_계_30~39세","2023년_계_40~49세","2023년_계_50~59세","2023년_계_60~69세","2023년_계_70~79세","2023년_계_80~89세","2023년_계_90~99세","2023년_계_100세 이상","2023년_남_총인구수","2023년_남_연령구간인구수","2023년_남_0~9세","2023년_남_10~19세","2023년_남_20~29세","2023년_남_30~39세","2023년_남_40~49세","2023년_남_50~59세","2023년_남_60~69세","2023년_남_70~79세","2023년_남_80~89세","2023년_남_90~99세","2023년_남_100세 이상","2023년_여_총인구수","2023년_여_연령구간인구수","2023년_여_0~9세","2023년_여_10~19세","2023년_여_20~29세","2023년_여_30~39세","2023년_여_40~49세","2023년_여_50~59세","2023년_여_60~69세","2023년_여_70~79세","2023년_여_80~89세","2023년_여_90~99세","2023년_여_100세 이상","2024년_계_총인구수","2024년_계_연령구간인구수","2024년_계_0~9세","2024년_계_10~19세","2024년_계_20~29세","2024년_계_30~39세","2024년_계_40~49세","2024년_계_50~59세","2024년_계_60~69세","2024년_계_70~79세","2024년_계_80~89세","2024년_계_90~99세","2024년_계_100세 이상","2024년_남_총인구수","2024년_남_연령구간인구수","2024년_남_0~9세","2024년_남_10~19세","2024년_남_20~29세","2024년_남_30~39세","2024년_남_40~49세","2024년_남_50~59세","2024년_남_60~69세","2024년_남_70~79세","2024년_남_80~89세","2024년_남_90~99세","2024년_남_100세 이상","2024년_여_총인구수","2024년_여_연령구간인구수","2024년_여_0~9세","2024년_여_10~19세","2024년_여_20~29세","2024년_여_30~39세","2024년_여_40~49세","2024년_여_50~59세","2024년_여_60~69세","2024년_여_70~79세","2024년_여_80~89세","2024년_여_90~99세","2024년_여_100세 이상","2025년_계_총인구수","2025년_계_연령구간인구수","2025년_계_0~9세","2025년_계_10~19세","2025년_계_20~29세","2025년_계_30~39세","2025년_계_40~49세","2025년_계_50~59세","2025년_계_60~69세","2025년_계_70~79세","2025년_계_80~89세","2025년_계_90~99세","2025년_계_100세 이상","2025년_남_총인구수","2025년_남_연령구간인구수","2025년_남_0~9세","2025년_남_10~19세","2025년_남_20~29세","2025년_남_30~39세","2025년_남_40~49세","2025년_남_50~59세","2025년_남_60~69세","2025년_남_70~79세","2025년_남_80~89세","2025년_남_90~99세","2025년_남_100세 이상","2025년_여_총인구수","2025년_여_연령구간인구수","2025년_여_0~9세","2025년_여_10~19세","2025년_여_20~29세","2025년_여_30~39세","2025년_여_40~49세","2025년_여_50~59세","2025년_여_60~69세","2025년_여_70~79세","2025년_여_80~89세","2025년_여_90~99세","2025년_여_100세 이상"
"서울특별시 송파구 오금동(1171057000)","38,446","38,446","2,638","3,049","5,226","5,444","5,615","6,763","5,873","2,562","1,056","214","6","18,636","18,636","1,363","1,635","2,715","2,675","2,662","3,137","2,767","1,266","372","43","1","19,810","19,810","1,275","1,414","2,511","2,769","2,953","3,626","3,106","1,296","684","171","5","37,800","37,800","2,477","2,985","4,910","5,280","5,423","6,602","5,993","2,787","1,105","226","12","18,361","18,361","1,295","1,602","2,538","2,641","2,609","3,029","2,820","1,369","412","43","3","19,439","19,439","1,182","1,383","2,372","2,639","2,814","3,573","3,173","1,418","693","183","9","37,413","37,413","2,265","2,952","4,678","5,070","5,347","6,560","6,123","3,005","1,160","245","8","18,072","18,072","1,147","1,584","2,411","2,495","2,579","3,008","2,884","1,471","446","45","2","19,341","19,341","1,118","1,368","2,267","2,575","2,768","3,552","3,239","1,534","714","200","6","37,913","37,913","2,189","2,979","4,496","5,288","5,325","6,609","6,325","3,240","1,199","258","5","18,313","18,313","1,128","1,586","2,288","2,644","2,564","3,068","2,920","1,590","471","53","1","19,600","19,600","1,061","1,393","2,208","2,644","2,761","3,541","3,405","1,650","728","205","4","37,150","37,150","2,050","3,001","4,201","5,196","5,194","6,316","6,163","3,543","1,201","281","4","17,896","17,896","1,063","1,569","2,141","2,560","2,515","2,937","2,821","1,732","492","65","1","19,254","19,254","987","1,432","2,060","2,636","2,679","3,379","3,342","1,811","709","216","3"
"서울특별시 송파구 송파1동(1171058000)","23,845","23,845","1,091","1,283","4,334","5,326","3,343","3,323","3,073","1,479","511","82","0","11,129","11,129","557","623","1,916","2,630","1,564","1,492","1,394","697","234","22","0","12,716","12,716","534","660","2,418","2,696","1,779","1,831","1,679","782","277","60","0","23,693","23,693","1,030","1,208","4,248","5,348","3,351","3,250","3,040","1,558","586","73","1","11,070","11,070","526","565","1,874","2,663","1,583","1,447","1,397","722","278","15","0","12,623","12,623","504","643","2,374","2,685","1,768","1,803","1,643","836","308","58","1","23,366","23,366","943","1,154","4,016","5,396","3,353","3,170","3,012","1,620","614","87","1","10,830","10,830","484","543","1,767","2,650","1,566","1,389","1,370","740","296","25","0","12,536","12,536","459","611","2,249","2,746","1,787","1,781","1,642","880","318","62","1","23,101","23,101","857","1,113","3,802","5,528","3,200","3,125","3,013","1,723","640","99","1","10,642","10,642","440","513","1,598","2,705","1,508","1,383","1,383","778","303","30","1","12,459","12,459","417","600","2,204","2,823","1,692","1,742","1,630","945","337","69","0","22,867","22,867","810","1,091","3,611","5,584","3,135","3,073","2,972","1,830","662","98","1","10,534","10,534","402","505","1,524","2,706","1,491","1,374","1,358","833","310","30","1","12,333","12,333","408","586","2,087","2,878","1,644","1,699","1,614","997","352","68","0"
"서울특별시 송파구 송파2동(1171059000)","19,130","19,130","1,471","1,794","2,608","2,737","2,999","3,129","2,718","1,161","426","84","3","9,221","9,221","765","888","1,211","1,309","1,447","1,510","1,285","616","171","19","0","9,909","9,909","706","906","1,397","1,428","1,552","1,619","1,433","545","255","65","3","18,806","18,806","1,365","1,787","2,431","2,695","2,988","3,019","2,735","1,285","421","80","0","9,048","9,048","714","877","1,120","1,291","1,456","1,456","1,266","675","177","16","0","9,758","9,758","651","910","1,311","1,404","1,532","1,563","1,469","610","244","64","0","18,548","18,548","1,238","1,745","2,348","2,653","2,949","2,931","2,789","1,380","438","76","1","8,947","8,947","662","850","1,118","1,263","1,451","1,390","1,291","719","187","15","1","9,601","9,601","576","895","1,230","1,390","1,498","1,541","1,498","661","251","61","0","18,564","18,564","1,179","1,766","2,247","2,733","2,971","2,880","2,794","1,436","472","85","1","8,913","8,913","604","866","1,084","1,304","1,441","1,365","1,293","728","209","18","1","9,651","9,651","575","900","1,163","1,429","1,530","1,515","1,501","708","263","67","0","19,313","19,313","1,249","1,897","2,160","2,909","3,167","2,896","2,874","1,569","500","90","2","9,291","9,291","642","918","1,024","1,405","1,539","1,382","1,333","793","227","27","1","10,022","10,022","607","979","1,136","1,504","1,628","1,514","1,541","776","273","63","1"
"서울특별시 송파구 석촌동(1171060000)","31,584","31,584","1,442","1,844","5,354","6,799","4,800","4,632","3,971","1,976","669","91","6","15,066","15,066","731","926","2,486","3,249","2,367","2,266","1,815","905","293","27","1","16,518","16,518","711","918","2,868","3,550","2,433","2,366","2,156","1,071","376","64","5","31,054","31,054","1,346","1,719","5,230","6,726","4,686","4,468","4,007","2,042","738","89","3","14,740","14,740","680","879","2,335","3,239","2,305","2,163","1,837","942","336","24","0","16,314","16,314","666","840","2,895","3,487","2,381","2,305","2,170","1,100","402","65","3","30,766","30,766","1,226","1,587","5,043","6,771","4,618","4,377","4,091","2,131","815","105","2","14,573","14,573","611","809","2,195","3,297","2,293","2,101","1,902","966","369","30","0","16,193","16,193","615","778","2,848","3,474","2,325","2,276","2,189","1,165","446","75","2","30,392","30,392","1,085","1,514","4,767","6,957","4,451","4,304","4,089","2,257","857","109","2","14,332","14,332","552","766","2,070","3,390","2,203","2,044","1,867","1,025","386","29","0","16,060","16,060","533","748","2,697","3,567","2,248","2,260","2,222","1,232","471","80","2","30,086","30,086","1,001","1,468","4,496","7,035","4,403","4,264","3,970","2,430","903","116","0","14,201","14,201","503","737","1,963","3,452","2,168","2,034","1,814","1,090","401","39","0","15,885","15,885","498","731","2,533","3,583","2,235","2,230","2,156","1,340","502","77","0"
"서울특별시 송파구 삼전동(1171061000)","30,325","30,325","1,440","1,913","5,145","6,382","4,975","4,323","3,709","1,744","583","108","3","14,254","14,254","725","1,003","2,338","3,045","2,408","2,029","1,646","836","204","20","0","16,071","16,071","715","910","2,807","3,337","2,567","2,294","2,063","908","379","88","3","29,526","29,526","1,221","1,855","4,858","6,326","4,801","4,216","3,704","1,800","650","91","4","13,799","13,799","627","947","2,159","3,016","2,325","1,985","1,655","836","233","16","0","15,727","15,727","594","908","2,699","3,310","2,476","2,231","2,049","964","417","75","4","29,075","29,075","1,084","1,736","4,767","6,322","4,663","4,141","3,687","1,875","695","99","6","13,552","13,552","551","908","2,111","3,017","2,250","1,950","1,624","860","267","14","0","15,523","15,523","533","828","2,656","3,305","2,413","2,191","2,063","1,015","428","85","6","28,703","28,703","966","1,700","4,529","6,427","4,451","4,114","3,686","1,976","753","96","5","13,440","13,440","502","883","2,017","3,088","2,128","1,987","1,618","897","302","18","0","15,263","15,263","464","817","2,512","3,339","2,323","2,127","2,068","1,079","451","78","5","28,369","28,369","890","1,644","4,210","6,599","4,350","4,060","3,604","2,119","786","102","5","13,306","13,306","463","860","1,848","3,210","2,097","1,987","1,573","925","323","20","0","15,063","15,063","427","784","2,362","3,389","2,253","2,073","2,031","1,194","463","82","5"
"서울특별시 송파구 가락본동(1171062000)","26,252","26,252","1,569","1,766","3,908","4,599","3,759","4,558","3,823","1,554","615","99","2","13,019","13,019","807","906","1,910","2,336","1,886","2,225","1,889","770","259","30","1","13,233","13,233","762","860","1,998","2,263","1,873","2,333","1,934","784","356","69","1","25,616","25,616","1,470","1,695","3,729","4,471","3,619","4,368","3,890","1,633","647","91","3","12,698","12,698","759","862","1,858","2,249","1,834","2,098","1,918","814","273","32","1","12,918","12,918","711","833","1,871","2,222","1,785","2,270","1,972","819","374","59","2","25,187","25,187","1,354","1,613","3,487","4,478","3,549","4,195","4,002","1,727","673","107","2","12,471","12,471","695","818","1,737","2,282","1,803","1,987","1,977","847","288","37","0","12,716","12,716","659","795","1,750","2,196","1,746","2,208","2,025","880","385","70","2","24,777","24,777","1,270","1,540","3,320","4,457","3,461","4,081","4,008","1,819","700","118","3","12,206","12,206","636","775","1,651","2,279","1,766","1,933","1,929","885","313","38","1","12,571","12,571","634","765","1,669","2,178","1,695","2,148","2,079","934","387","80","2","24,534","24,534","1,166","1,489","3,119","4,612","3,432","3,977","3,915","1,969","723","128","4","12,113","12,113","588","748","1,532","2,394","1,760","1,893","1,878","958","322","38","2","12,421","12,421","578","741","1,587","2,218","1,672","2,084","2,037","1,011","401","90","2"
"서울특별시 송파구 가락1동(1171063100)","27,265","27,265","3,094","2,316","3,092","4,793","4,508","3,957","3,611","1,481","345","66","2","13,203","13,203","1,646","1,137","1,529","2,230","2,179","1,866","1,713","743","146","14","0","14,062","14,062","1,448","1,179","1,563","2,563","2,329","2,091","1,898","738","199","52","2","27,387","27,387","3,008","2,530","2,821","4,726","4,687","3,818","3,664","1,674","390","67","2","13,279","13,279","1,591","1,254","1,415","2,179","2,307","1,777","1,718","859","166","13","0","14,108","14,108","1,417","1,276","1,406","2,547","2,380","2,041","1,946","815","224","54","2","27,468","27,468","3,003","2,716","2,572","4,732","4,923","3,630","3,608","1,789","436","58","1","13,286","13,286","1,572","1,368","1,266","2,134","2,440","1,684","1,689","920","198","15","0","14,182","14,182","1,431","1,348","1,306","2,598","2,483","1,946","1,919","869","238","43","1","27,348","27,348","2,920","2,887","2,350","4,471","5,165","3,540","3,584","1,894","482","52","3","13,235","13,235","1,543","1,449","1,142","2,018","2,542","1,667","1,673","972","215","13","1","14,113","14,113","1,377","1,438","1,208","2,453","2,623","1,873","1,911","922","267","39","2","26,960","26,960","2,826","2,985","2,098","4,181","5,222","3,426","3,492","2,133","535","59","3","12,964","12,964","1,472","1,482","1,010","1,891","2,535","1,656","1,598","1,050","254","15","1","13,996","13,996","1,354","1,503","1,088","2,290","2,687","1,770","1,894","1,083","281","44","2"
"서울특별시 송파구 가락2동(1171063200)","32,229","32,229","2,410","3,399","4,390","4,643","5,470","5,193","4,244","1,700","663","112","5","15,820","15,820","1,244","1,814","2,182","2,245","2,649","2,532","2,005","864","254","30","1","16,409","16,409","1,166","1,585","2,208","2,398","2,821","2,661","2,239","836","409","82","4","31,501","31,501","2,173","3,321","4,151","4,605","5,203","5,118","4,297","1,808","703","115","7","15,394","15,394","1,120","1,772","2,036","2,234","2,518","2,486","2,002","907","287","31","1","16,107","16,107","1,053","1,549","2,115","2,371","2,685","2,632","2,295","901","416","84","6","31,211","31,211","2,039","3,216","4,010","4,621","5,072","5,114","4,352","1,916","738","127","6","15,201","15,201","1,057","1,671","1,982","2,268","2,448","2,463","2,019","950","309","33","1","16,010","16,010","982","1,545","2,028","2,353","2,624","2,651","2,333","966","429","94","5","30,763","30,763","1,935","3,120","3,813","4,622","4,930","5,035","4,370","2,056","748","130","4","14,984","14,984","1,022","1,591","1,878","2,292","2,378","2,437","2,011","1,020","319","35","1","15,779","15,779","913","1,529","1,935","2,330","2,552","2,598","2,359","1,036","429","95","3","28,574","28,574","1,765","2,924","3,444","4,325","4,664","4,625","3,937","2,041","723","123","3","13,942","13,942","920","1,506","1,702","2,147","2,270","2,237","1,836","981","311","31","1","14,632","14,632","845","1,418","1,742","2,178","2,394","2,388","2,101","1,060","412","92","2"
"서울특별시 송파구 문정1동(1171064100)","20,012","20,012","1,236","1,442","3,088","3,414","2,817","3,277","3,028","1,202","427","77","4","9,922","9,922","637","754","1,546","1,781","1,394","1,536","1,481","602","175","16","0","10,090","10,090","599","688","1,542","1,633","1,423","1,741","1,547","600","252","61","4","19,743","19,743","1,167","1,420","2,890","3,339","2,798","3,175","3,123","1,303","451","74","3","9,736","9,736","608","723","1,455","1,700","1,393","1,479","1,512","659","190","17","0","10,007","10,007","559","697","1,435","1,639","1,405","1,696","1,611","644","261","57","3","19,521","19,521","1,053","1,386","2,822","3,313","2,737","3,097","3,157","1,415","461","77","3","9,650","9,650","553","716","1,412","1,698","1,390","1,433","1,504","726","200","18","0","9,871","9,871","500","670","1,410","1,615","1,347","1,664","1,653","689","261","59","3","19,691","19,691","1,012","1,323","2,957","3,492","2,648","3,007","3,117","1,534","510","89","2","9,621","9,621","529","669","1,402","1,790","1,336","1,408","1,470","778","221","18","0","10,070","10,070","483","654","1,555","1,702","1,312","1,599","1,647","756","289","71","2","19,614","19,614","1,002","1,320","2,727","3,651","2,634","2,903","3,071","1,668","535","100","3","9,601","9,601","506","683","1,314","1,854","1,337","1,369","1,446","829","239","24","0","10,013","10,013","496","637","1,413","1,797","1,297","1,534","1,625","839","296","76","3"
"서울특별시 송파구 문정2동(1171064200)","28,871","28,871","1,534","1,405","5,099","7,250","4,365","3,503","3,244","1,661","683","123","4","13,266","13,266","763","714","1,969","3,274","2,094","1,718","1,518","853","315","45","3","15,605","15,605","771","691","3,130","3,976","2,271","1,785","1,726","808","368","78","1","28,645","28,645","1,503","1,448","4,726","7,225","4,460","3,483","3,199","1,750","715","133","3","13,108","13,108","749","708","1,847","3,213","2,132","1,676","1,498","903","331","49","2","15,537","15,537","754","740","2,879","4,012","2,328","1,807","1,701","847","384","84","1","28,789","28,789","1,447","1,455","4,674","7,313","4,457","3,474","3,160","1,882","777","146","4","13,199","13,199","727","713","1,800","3,304","2,127","1,669","1,478","959","369","51","2","15,590","15,590","720","742","2,874","4,009","2,330","1,805","1,682","923","408","95","2","28,737","28,737","1,339","1,452","4,426","7,397","4,563","3,425","3,138","2,050","793","150","4","13,170","13,170","673","711","1,710","3,355","2,177","1,623","1,449","1,041","372","57","2","15,567","15,567","666","741","2,716","4,042","2,386","1,802","1,689","1,009","421","93","2","28,687","28,687","1,311","1,471","4,163","7,477","4,601","3,435","3,058","2,174","839","153","5","13,093","13,093","656","705","1,573","3,382","2,198","1,620","1,424","1,074","401","58","2","15,594","15,594","655","766","2,590","4,095","2,403","1,815","1,634","1,100","438","95","3"
"서울특별시 송파구 장지동(1171064600)","29,534","29,534","2,256","2,602","3,978","4,602","4,629","4,784","4,042","1,794","697","141","9","14,278","14,278","1,144","1,356","1,976","2,315","2,294","2,197","1,903","837","235","21","0","15,256","15,256","1,112","1,246","2,002","2,287","2,335","2,587","2,139","957","462","120","9","28,949","28,949","2,108","2,465","3,699","4,478","4,542","4,673","4,184","1,910","738","146","6","13,950","13,950","1,058","1,284","1,867","2,222","2,240","2,163","1,943","890","259","24","0","14,999","14,999","1,050","1,181","1,832","2,256","2,302","2,510","2,241","1,020","479","122","6","28,501","28,501","1,964","2,368","3,526","4,387","4,392","4,643","4,227","2,061","781","147","5","13,722","13,722","980","1,211","1,800","2,175","2,197","2,142","1,948","948","297","24","0","14,779","14,779","984","1,157","1,726","2,212","2,195","2,501","2,279","1,113","484","123","5","30,596","30,596","2,137","2,458","3,539","5,147","4,644","4,865","4,483","2,311","859","147","6","14,702","14,702","1,061","1,265","1,782","2,538","2,316","2,274","2,028","1,073","336","29","0","15,894","15,894","1,076","1,193","1,757","2,609","2,328","2,591","2,455","1,238","523","118","6","30,677","30,677","2,138","2,442","3,335","5,338","4,619","4,723","4,469","2,557","882","169","5","14,732","14,732","1,081","1,255","1,696","2,610","2,287","2,222","2,028","1,165","351","36","1","15,945","15,945","1,057","1,187","1,639","2,728","2,332","2,501","2,441","1,392","531","133","4"
"서울특별시 송파구 위례동(1171064700)","39,095","39,095","6,543","4,970","3,586","6,816","7,710","4,686","2,971","1,265","443","101","4","19,042","19,042","3,336","2,496","1,756","3,160","3,867","2,324","1,349","605","140","9","0","20,053","20,053","3,207","2,474","1,830","3,656","3,843","2,362","1,622","660","303","92","4","44,477","44,477","6,766","5,976","4,234","7,020","9,156","5,669","3,562","1,451","519","119","5","21,705","21,705","3,487","3,024","2,085","3,203","4,557","2,822","1,652","686","174","15","0","22,772","22,772","3,279","2,952","2,149","3,817","4,599","2,847","1,910","765","345","104","5","44,911","44,911","6,382","6,218","4,247","6,789","9,379","5,888","3,798","1,541","544","120","5","21,902","21,902","3,327","3,163","2,094","3,081","4,606","2,931","1,787","704","192","17","0","23,009","23,009","3,055","3,055","2,153","3,708","4,773","2,957","2,011","837","352","103","5","45,048","45,048","6,022","6,405","4,167","6,608","9,371","6,127","3,940","1,711","578","114","5","21,938","21,938","3,105","3,247","2,080","2,987","4,567","3,087","1,860","781","211","13","0","23,110","23,110","2,917","3,158","2,087","3,621","4,804","3,040","2,080","930","367","101","5","44,962","44,962","5,567","6,672","4,044","6,295","9,428","6,289","4,016","1,907","606","131","7","21,805","21,805","2,894","3,332","1,983","2,848","4,561","3,185","1,882","867","230","22","1","23,157","23,157","2,673","3,340","2,061","3,447","4,867","3,104","2,134","1,040","376","109","6"
"서울특별시 송파구 잠실본동(1171065000)","27,953","27,953","1,182","1,674","4,992","6,017","4,316","4,031","3,498","1,627","532","80","4","13,264","13,264","582","831","2,220","2,959","2,107","1,934","1,618","767","221","24","1","14,689","14,689","600","843","2,772","3,058","2,209","2,097","1,880","860","311","56","3","27,842","27,842","1,070","1,613","4,942","6,074","4,284","4,038","3,491","1,675","580","71","4","13,270","13,270","549","810","2,183","2,995","2,119","1,962","1,612","786","233","20","1","14,572","14,572","521","803","2,759","3,079","2,165","2,076","1,879","889","347","51","3","27,750","27,750","951","1,498","4,960","6,228","4,166","3,972","3,541","1,730","626","73","5","13,221","13,221","505","742","2,186","3,105","2,049","1,923","1,627","809","251","22","2","14,529","14,529","446","756","2,774","3,123","2,117","2,049","1,914","921","375","51","3","27,524","27,524","869","1,418","4,786","6,395","4,101","3,865","3,485","1,832","692","77","4","13,030","13,030","460","706","2,056","3,197","1,987","1,856","1,613","842","288","23","2","14,494","14,494","409","712","2,730","3,198","2,114","2,009","1,872","990","404","54","2","27,298","27,298","821","1,412","4,500","6,552","4,022","3,798","3,376","1,992","712","110","3","12,891","12,891","437","704","1,926","3,273","1,949","1,802","1,578","904","290","28","0","14,407","14,407","384","708","2,574","3,279","2,073","1,996","1,798","1,088","422","82","3"
"서울특별시 송파구 잠실2동(1171067000)","35,036","35,036","3,788","5,720","3,269","3,512","8,332","5,124","3,003","1,681","535","67","5","16,756","16,756","1,948","2,867","1,540","1,400","3,863","2,756","1,353","787","226","16","0","18,280","18,280","1,840","2,853","1,729","2,112","4,469","2,368","1,650","894","309","51","5","34,758","34,758","3,419","5,815","3,303","3,247","8,085","5,439","2,964","1,812","603","70","1","16,584","16,584","1,761","2,898","1,556","1,297","3,703","2,908","1,348","827","271","15","0","18,174","18,174","1,658","2,917","1,747","1,950","4,382","2,531","1,616","985","332","55","1","34,904","34,904","3,289","5,822","3,339","3,218","8,043","5,660","2,945","1,852","658","76","2","16,703","16,703","1,745","2,907","1,532","1,304","3,688","3,000","1,370","852","282","23","0","18,201","18,201","1,544","2,915","1,807","1,914","4,355","2,660","1,575","1,000","376","53","2","34,823","34,823","3,177","5,791","3,390","3,141","7,958","5,746","2,931","1,899","708","81","1","16,673","16,673","1,681","2,913","1,589","1,265","3,618","3,030","1,373","871","307","26","0","18,150","18,150","1,496","2,878","1,801","1,876","4,340","2,716","1,558","1,028","401","55","1","34,626","34,626","3,082","5,708","3,341","3,039","7,828","5,812","2,939","2,014","749","113","1","16,541","16,541","1,615","2,885","1,573","1,219","3,540","3,014","1,401","927","336","31","0","18,085","18,085","1,467","2,823","1,768","1,820","4,288","2,798","1,538","1,087","413","82","1"
"서울특별시 송파구 잠실3동(1171068000)","34,338","34,338","3,040","4,005","3,685","3,916","6,186","5,249","4,783","2,572","762","136","4","16,337","16,337","1,586","2,019","1,792","1,646","2,862","2,581","2,210","1,275","334","30","2","18,001","18,001","1,454","1,986","1,893","2,270","3,324","2,668","2,573","1,297","428","106","2","34,009","34,009","2,712","4,066","3,607","3,659","6,075","5,398","4,739","2,815","807","130","1","16,158","16,158","1,409","2,034","1,764","1,530","2,806","2,663","2,157","1,376","384","35","0","17,851","17,851","1,303","2,032","1,843","2,129","3,269","2,735","2,582","1,439","423","95","1","33,812","33,812","2,545","4,035","3,530","3,523","6,060","5,457","4,678","2,977","865","142","0","15,964","15,964","1,277","1,996","1,716","1,494","2,783","2,673","2,120","1,457","413","35","0","17,848","17,848","1,268","2,039","1,814","2,029","3,277","2,784","2,558","1,520","452","107","0","33,769","33,769","2,412","4,155","3,384","3,435","6,018","5,541","4,564","3,148","953","156","3","15,917","15,917","1,207","2,026","1,662","1,475","2,727","2,734","2,055","1,523","459","48","1","17,852","17,852","1,205","2,129","1,722","1,960","3,291","2,807","2,509","1,625","494","108","2","33,638","33,638","2,356","4,245","3,202","3,318","6,023","5,575","4,457","3,273","1,016","169","4","15,831","15,831","1,140","2,045","1,587","1,432","2,705","2,771","2,039","1,553","502","56","1","17,807","17,807","1,216","2,200","1,615","1,886","3,318","2,804","2,418","1,720","514","113","3"
"서울특별시 송파구 잠실4동(1171069000)","21,318","21,318","2,599","2,449","1,944","2,716","4,403","3,015","2,536","1,197","381","76","2","10,229","10,229","1,326","1,277","961","1,103","2,136","1,481","1,168","602","155","20","0","11,089","11,089","1,273","1,172","983","1,613","2,267","1,534","1,368","595","226","56","2","21,157","21,157","2,362","2,647","1,836","2,486","4,424","3,107","2,502","1,283","437","72","1","10,189","10,189","1,203","1,402","909","1,017","2,113","1,546","1,164","634","189","12","0","10,968","10,968","1,159","1,245","927","1,469","2,311","1,561","1,338","649","248","60","1","21,209","21,209","2,254","2,677","1,855","2,402","4,442","3,135","2,500","1,401","468","73","2","10,219","10,219","1,151","1,413","917","1,003","2,107","1,544","1,176","685","210","13","0","10,990","10,990","1,103","1,264","938","1,399","2,335","1,591","1,324","716","258","60","2","21,028","21,028","2,128","2,690","1,875","2,334","4,338","3,176","2,444","1,477","498","66","2","10,159","10,159","1,111","1,402","945","989","2,030","1,586","1,151","707","219","19","0","10,869","10,869","1,017","1,288","930","1,345","2,308","1,590","1,293","770","279","47","2","21,148","21,148","2,074","2,773","1,794","2,322","4,343","3,241","2,401","1,573","548","76","3","10,231","10,231","1,081","1,454","914","971","2,026","1,636","1,142","721","259","27","0","10,917","10,917","993","1,319","880","1,351","2,317","1,605","1,259","852","289","49","3"
"서울특별시 송파구 잠실6동(1171071000)","16,775","16,775","1,379","1,725","1,931","2,117","2,771","2,666","2,479","1,155","454","93","5","7,945","7,945","690","873","939","928","1,281","1,235","1,189","578","194","36","2","8,830","8,830","689","852","992","1,189","1,490","1,431","1,290","577","260","57","3","16,555","16,555","1,284","1,706","1,831","2,013","2,798","2,609","2,457","1,264","489","102","2","7,840","7,840","649","870","887","887","1,293","1,203","1,173","623","217","37","1","8,715","8,715","635","836","944","1,126","1,505","1,406","1,284","641","272","65","1","16,506","16,506","1,237","1,710","1,766","1,979","2,778","2,604","2,503","1,297","522","106","4","7,821","7,821","626","872","847","895","1,281","1,209","1,185","633","232","40","1","8,685","8,685","611","838","919","1,084","1,497","1,395","1,318","664","290","66","3","16,376","16,376","1,238","1,695","1,687","1,937","2,809","2,537","2,444","1,385","536","104","4","7,739","7,739","618","870","796","883","1,289","1,174","1,151","673","245","39","1","8,637","8,637","620","825","891","1,054","1,520","1,363","1,293","712","291","65","3","16,299","16,299","1,194","1,748","1,599","1,936","2,806","2,507","2,327","1,504","557","114","7","7,723","7,723","598","881","754","905","1,286","1,181","1,095","727","249","46","1","8,576","8,576","596","867","845","1,031","1,520","1,326","1,232","777","308","68","6"
